Pays,Annee,Continents,Statuts,Pourcentage_de_depense,Depenses_totales,PIB,Population,Scolarite,Superficie,Densite_km2,Taux_croissance,Pourcentage_pop_mondiale
85,2008,6,Developing,708.615797,1.79,56.30,11291762,17.1,109884,102.76,0.9961,0.14
85,2007,6,Developing,750.714764,1.42,54.26,11287272,16,109884,102.72,0.9961,0.14
85,2006,6,Developing,523.472428,7.67,48.84,11278550,14.7,109884,102.64,0.9961,0.14
85,2005,6,Developing,518.935922,9.39,42.64,11262554,14.2,109884,102.49,0.9961,0.14
85,2004,6,Developing,4.48425458,6.14,38.20,11238756,13.2,109884,102.28,0.9961,0.14
85,2003,6,Developing,60.3414512,6.31,35.90,11209383,12.9,109884,102.01,0.9961,0.14
85,2002,6,Developing,334.767211,6.5,33.59,11177418,12.5,109884,101.72,0.9961,0.14
85,2001,6,Developing,322.586315,6.27,31.68,11144132,12.3,109884,101.42,0.9961,0.14
85,2000,6,Developing,49.3400776,6.7,30.57,11109109,12.1,109884,101.10,0.9961,0.14
158,2015,2,Developed,0,,19.91,1219502,14.3,9251,131.82,1.1959,0.02
158,2014,2,Developed,207.304194,7.37,23.23,1201801,14,9251,129.91,1.1959,0.02
158,2013,2,Developed,212.085926,7.46,23.96,1183895,13.8,9251,127.97,1.1959,0.02
158,2012,2,Developed,2159.75621,7.44,25.05,1165397,13.8,9251,125.98,1.1959,0.02
158,2011,2,Developed,2443.32503,7.54,27.64,1146493,13.8,9251,123.93,1.1959,0.02
158,2010,2,Developed,283.330026,7.23,25.80,1127816,14.6,9251,121.91,1.1959,0.02
158,2009,2,Developed,230.252418,7.4,26.05,1109371,14.1,9251,119.92,1.1959,0.02
158,2008,2,Developed,239.640994,6.89,27.84,1091026,13.7,9251,117.94,1.1959,0.02
158,2007,2,Developed,1958.52588,6.5,23.97,1072714,13.5,9251,115.96,1.1959,0.02
158,2006,2,Developed,1700.84153,6.28,20.07,1054418,13.4,9251,113.98,1.1959,0.02
158,2005,2,Developed,1562.52083,6.37,18.43,1036151,13.5,9251,112.00,1.1959,0.02
158,2004,2,Developed,1586.72417,6.42,17.32,1017875,13.4,9251,110.03,1.1959,0.02
158,2003,2,Developed,158.70874,6.83,14.55,999590,13,9251,108.05,1.1959,0.02
158,2002,2,Developed,1128.05089,6.12,11.42,981440,12.5,9251,106.09,1.1959,0.02
158,2001,2,Developed,100.808619,5.78,10.40,964127,12.4,9251,104.22,1.1959,0.02
158,2000,2,Developed,950.802793,5.77,9.99,947667,12.5,9251,102.44,1.1959,0.02
88,2015,2,Developed,0,,189.11,10546059,,78865,133.72,0.9984,0.13
88,2014,2,Developed,0,7.41,210.91,10525347,,78865,133.46,0.9984,0.13
88,2013,2,Developed,0,7.49,213.02,10514272,,78865,133.32,0.9984,0.13
88,2012,2,Developed,0,7.55,210.36,10510785,,78865,133.28,0.9984,0.13
88,2011,2,Developed,0,7.5,231.43,10496088,,78865,133.09,0.9984,0.13
88,2010,2,Developed,0,7.43,211.17,10474410,,78865,132.81,0.9984,0.13
88,2009,2,Developed,0,7.85,206.97,10443936,,78865,132.43,0.9984,0.13
88,2008,2,Developed,0,6.82,236.51,10384603,,78865,131.68,0.9984,0.13
88,2007,2,Developed,0,6.52,190.04,10298828,,78865,130.59,0.9984,0.13
88,2006,2,Developed,0,6.69,156.24,10238905,,78865,129.83,0.9984,0.13
88,2005,2,Developed,0,6.93,137.26,10211216,,78865,129.48,0.9984,0.13
88,2004,2,Developed,0,6.9,120.15,10197101,,78865,129.30,0.9984,0.13
88,2003,2,Developed,0,7.13,100.44,10193998,,78865,129.26,0.9984,0.13
88,2002,2,Developed,0,6.8,82.61,10196916,,78865,129.30,0.9984,0.13
88,2001,2,Developed,0,6.42,68.14,10216605,,78865,129.55,0.9984,0.13
88,2000,2,Developed,0,6.31,62.18,10255063,,78865,130.03,0.9984,0.13
29,2015,1,Developing,0,,1466.04,51014947,,100210,509.08,0.9997,0.65
29,2014,1,Developing,0,,1484.49,50746659,,100210,506.40,0.9997,0.65
29,2013,1,Developing,0,,1370.63,50428893,,100210,503.23,0.9997,0.65
29,2012,1,Developing,0,,1278.05,50199853,,100210,500.95,0.9997,0.65
29,2011,1,Developing,0,,1253.29,49936638,,100210,498.32,0.9997,0.65
29,2010,1,Developing,0,,1143.67,49554112,,100210,494.50,0.9997,0.65
29,2009,1,Developing,0,,943.94,49307835,,100210,492.05,0.9997,0.65
29,2008,1,Developing,0,,1047.34,49054708,,100210,489.52,0.9997,0.65
29,2007,1,Developing,0,,1172.61,48683638,,100210,485.82,0.9997,0.65
29,2006,1,Developing,0,,1053.22,48438292,,100210,483.37,0.9997,0.65
29,2005,1,Developing,0,,934.90,48184561,,100210,480.84,0.9997,0.65
29,2004,1,Developing,0,,793.18,48082519,,100210,479.82,0.9997,0.65
29,2003,1,Developing,0,,702.71,47892330,,100210,477.92,0.9997,0.65
29,2002,1,Developing,0,,627.25,47644736,,100210,475.45,0.9997,0.65
29,2001,1,Developing,0,,547.66,47370164,,100210,472.71,0.9997,0.65
29,2000,1,Developing,0,,576.18,47008111,,100210,469.10,0.9997,0.65
114,2015,3,Developing,0,,12.43,5097581,,342000,14.91,1.0231,0.07
114,2014,3,Developing,0,4.33,17.92,4975880,,342000,14.55,1.0231,0.07
114,2013,3,Developing,0,3.89,17.96,4857099,,342000,14.20,1.0231,0.07
114,2012,3,Developing,0,3.77,17.69,4740450,,342000,13.86,1.0231,0.07
114,2011,3,Developing,0,3.53,15.66,4609724,,342000,13.48,1.0231,0.07
114,2010,3,Developing,0,4.4,13.15,4462290,,342000,13.05,1.0231,0.07
114,2009,3,Developing,0,5.61,9.72,4281219,,342000,12.52,1.0231,0.07
114,2008,3,Developing,0,4.46,11.65,4113517,,342000,12.03,1.0231,0.07
114,2007,3,Developing,0,3.61,8.78,3980430,,342000,11.64,1.0231,0.07
114,2006,3,Developing,0,3.39,8.07,3837409,,342000,11.22,1.0231,0.07
114,2005,3,Developing,0,3.14,6.65,3696393,,342000,10.81,1.0231,0.07
114,2004,3,Developing,0,3.34,4.66,3565554,,342000,10.43,1.0231,0.07
114,2003,3,Developing,0,3.2,3.50,3445753,,342000,10.08,1.0231,0.07
114,2002,3,Developing,0,2.59,3.03,3350771,,342000,9.80,1.0231,0.07
114,2001,3,Developing,0,2.67,2.80,3272537,,342000,9.57,1.0231,0.07
114,2000,3,Developing,0,1.45,3.23,3151345,,342000,9.21,1.0231,0.07
115,2015,2,Developed,0,,301.76,5683483,19.2,43094,131.89,1.1948,0.07
115,2014,2,Developed,10468.7629,1.8,352.83,5643475,19.2,43094,130.96,1.1948,0.07
115,2013,2,Developed,10261.763,11.25,344.63,5614932,18.7,43094,130.29,1.1948,0.07
115,2012,2,Developed,928.417079,1.98,326.79,5591572,18.4,43094,129.75,1.1948,0.07
115,2011,2,Developed,10251.1087,1.87,344.32,5570572,16.9,43094,129.27,1.1948,0.07
115,2010,2,Developed,954.486593,11.8,322.35,5547683,16.8,43094,128.73,1.1948,0.07
115,2009,2,Developed,9765.61699,11.47,322.62,5523095,16.8,43094,128.16,1.1948,0.07
115,2008,2,Developed,10761.1821,1.18,354.98,5493621,16.8,43094,127.48,1.1948,0.07
115,2007,2,Developed,9703.06812,9.99,320.21,5461438,16.7,43094,126.73,1.1948,0.07
115,2006,2,Developed,850.954478,9.92,283.39,5437272,16.9,43094,126.17,1.1948,0.07
115,2005,2,Developed,7627.41244,9.77,265.15,5419432,16.6,43094,125.76,1.1948,0.07
115,2004,2,Developed,6948.83987,9.67,251.99,5404523,16.5,43094,125.41,1.1948,0.07
115,2003,2,Developed,650.981354,9.51,218.42,5390574,16.3,43094,125.09,1.1948,0.07
115,2002,2,Developed,4801.54613,9.33,178.79,5375931,16.6,43094,124.75,1.1948,0.07
115,2001,2,Developed,530.483234,9.1,164.88,5358783,16.2,43094,124.35,1.1948,0.07
115,2000,2,Developed,508.749691,8.7,164.04,5339616,16.5,43094,123.91,1.1948,0.07
160,2015,3,Developing,0,,2.42,1020313,6.3,23200,43.98,1.0138,0.01
160,2014,3,Developing,24.7329966,1.57,2.21,1002717,6.3,23200,43.22,1.0138,0.01
160,2013,3,Developing,229.44101,9.14,2.04,984824,6.3,23200,42.45,1.0138,0.01
160,2012,3,Developing,217.212579,8.95,1.35,966747,6.3,23200,41.67,1.0138,0.01
160,2011,3,Developing,20.3597474,8.71,1.24,948558,5.9,23200,40.89,1.0138,0.01
160,2010,3,Developing,187.49601,8.84,1.13,930251,5.5,23200,40.10,1.0138,0.01
160,2009,3,Developing,177.267161,8.37,1.05,911527,5.3,23200,39.29,1.0138,0.01
160,2008,3,Developing,171.768645,8.5,1.00,892734,5,23200,38.48,1.0138,0.01
160,2007,3,Developing,20.8687871,7.72,0.85,874528,4.5,23200,37.70,1.0138,0.01
160,2006,3,Developing,121.481208,7.5,0.77,855764,4.3,23200,36.89,1.0138,0.01
160,2005,3,Developing,12.7032593,7.21,0.71,839167,4,23200,36.17,1.0138,0.01
160,2004,3,Developing,106.035466,6.76,0.67,826124,3.7,23200,35.61,1.0138,0.01
160,2003,3,Developing,94.1330288,6.22,0.62,813519,3.5,23200,35.07,1.0138,0.01
160,2002,3,Developing,13.46662,5.45,0.59,795574,3.3,23200,34.29,1.0138,0.01
160,2001,3,Developing,92.4978948,5.37,0.57,771313,2.9,23200,33.25,1.0138,0.01
160,2000,3,Developing,91.950759,5.75,0.55,747318,2.9,23200,32.21,1.0138,0.01
204,2013,6,Developing,11.4195551,5.58,0.50,69715,12.7,751,92.83,1.1945,0
84,2015,6,Developing,0,,71.16,10434829,13.2,48671,214.40,01.01,0.14
84,2014,6,Developing,1088.24495,4.38,67.18,10315528,13.2,48671,211.94,01.01,0.14
84,2013,6,Developing,97.5221154,4.12,62.68,10193833,13.2,48671,209.44,01.01,0.14
84,2012,6,Developing,857.130704,4.26,60.68,10070411,13.1,48671,206.91,01.01,0.14
84,2011,6,Developing,843.7877,4.22,58.03,9945621,13,48671,204.34,01.01,0.14
84,2010,6,Developing,664.558524,4.6,53.86,9820175,12.9,48671,201.77,01.01,0.14
84,2009,6,Developing,587.882823,4.41,48.26,9695265,12.9,48671,199.20,01.01,0.14
84,2008,6,Developing,49.0924195,4.2,48.12,9573130,12.8,48671,196.69,01.01,0.14
84,2007,6,Developing,74.8217488,4.34,43.97,9455658,12.7,48671,194.28,01.01,0.14
84,2006,6,Developing,352.955127,4.34,37.88,9341183,12.6,48671,191.93,01.01,0.14
84,2005,6,Developing,289.741865,4.26,35.78,9225034,12.6,48671,189.54,01.01,0.14
84,2004,6,Developing,182.616252,4.28,22.32,9104892,12.5,48671,187.07,01.01,0.14
84,2003,6,Developing,293.01966,5.53,21.40,8980620,12.4,48671,184.52,01.01,0.14
84,2002,6,Developing,4.67359227,5.79,27.14,8852235,12.3,48671,181.88,01.01,0.14
84,2001,6,Developing,340.023995,5.59,25.60,8720283,12.3,48671,179.17,01.01,0.14
84,2000,6,Developing,44.7924781,5.9,24.31,8584190,12.2,48671,176.37,01.01,0.14
67,2015,7,Developing,0,,97.21,16266225,14,276841,58.76,1.0114,0.23
67,2014,7,Developing,79.1162634,9.16,102.72,16035124,14,276841,57.92,1.0114,0.23
67,2013,7,Developing,59.128502,7.29,96.57,15807128,13.4,276841,57.10,1.0114,0.23
67,2012,7,Developing,41.8808771,6.48,87.74,15572194,13.3,276841,56.25,1.0114,0.23
67,2011,7,Developing,344.741216,5.92,78.99,15326227,13.2,276841,55.36,1.0114,0.23
67,2010,7,Developing,367.928565,5.9,68.15,15076695,13.1,276841,54.46,1.0114,0.23
67,2009,7,Developing,282.144007,5.58,60.09,14825954,13.1,276841,53.55,1.0114,0.23
67,2008,7,Developing,197.930308,5.66,61.14,14575202,13,276841,52.65,1.0114,0.23
67,2007,7,Developing,19.6046779,5.94,49.85,14328773,12.9,276841,51.76,1.0114,0.23
67,2006,7,Developing,19.1398328,5.86,45.69,14086131,12.8,276841,50.88,1.0114,0.23
67,2005,7,Developing,18.0931711,5.87,40.28,13846163,12.8,276841,50.01,1.0114,0.23
67,2004,7,Developing,16.3792041,6.22,35.19,13608701,12.7,276841,49.16,1.0114,0.23
67,2003,7,Developing,18.2618328,6.46,30.97,13372306,12.6,276841,48.30,1.0114,0.23
67,2002,7,Developing,187.384351,4.62,27.05,13138472,12.5,276841,47.46,1.0114,0.23
67,2001,7,Developing,14.5887403,3.86,23.13,12910740,12.4,276841,46.64,1.0114,0.23
67,2000,7,Developing,84.1752701,3.38,17.54,12689206,12.4,276841,45.84,1.0114,0.23
14,2015,3,Developing,0,,329.37,99597342,13.1,1002450,99.35,1.0158,1.39
14,2014,3,Developing,0,5.64,305.60,97528654,13.1,1002450,97.29,1.0158,1.39
14,2013,3,Developing,0,5.46,288.43,95333553,12.8,1002450,95.10,1.0158,1.39
14,2012,3,Developing,0,5.29,279.12,93161001,12.4,1002450,92.93,1.0158,1.39
14,2011,3,Developing,0,5.4,235.99,91093059,12.4,1002450,90.87,1.0158,1.39
14,2010,3,Developing,0,4.8,218.98,89196072,12.2,1002450,88.98,1.0158,1.39
14,2009,3,Developing,0,5.1,189.15,87501636,12,1002450,87.29,1.0158,1.39
14,2008,3,Developing,0,4.82,162.82,85864789,11.9,1002450,85.65,1.0158,1.39
14,2007,3,Developing,0,4.95,130.44,84276225,11.7,1002450,84.07,1.0158,1.39
14,2006,3,Developing,0,5.24,107.43,82700403,11.5,1002450,82.50,1.0158,1.39
14,2005,3,Developing,0,5.6,89.60,81101004,11.4,1002450,80.90,1.0158,1.39
14,2004,3,Developing,0,5.21,78.78,79477443,11.2,1002450,79.28,1.0158,1.39
14,2003,3,Developing,0,5.41,80.29,77853548,11.3,1002450,77.66,1.0158,1.39
14,2002,3,Developing,0,5.97,85.15,76239137,11.2,1002450,76.05,1.0158,1.39
14,2001,3,Developing,0,5.75,96.68,74652029,11.1,1002450,74.47,1.0158,1.39
14,2000,3,Developing,0,5.55,99.84,73083284,11,1002450,72.90,1.0158,1.39
112,2015,6,Developing,0,,23.44,6183676,13.2,21041,293.89,1.1935,0.08
112,2014,6,Developing,665.726025,6.77,22.59,6162955,13.2,21041,292.90,1.1935,0.08
112,2013,6,Developing,653.692502,6.95,21.99,6138839,13.2,21041,291.76,1.1935,0.08
112,2012,6,Developing,591.775757,6.7,21.39,6113975,13.2,21041,290.57,1.1935,0.08
112,2011,6,Developing,549.278308,6.81,20.28,6090127,13,21041,289.44,1.1935,0.08
112,2010,6,Developing,469.390419,6.91,18.45,6068249,12.9,21041,288.40,1.1935,0.08
112,2009,6,Developing,416.43384,6.83,17.60,6048279,12.8,21041,287.45,1.1935,0.08
112,2008,6,Developing,53.9594988,6.21,17.99,6029297,13.4,21041,286.55,1.1935,0.08
112,2007,6,Developing,52.3017222,6.32,17.01,6009824,12.9,21041,285.62,1.1935,0.08
112,2006,6,Developing,57.7456263,6.68,16.00,6002319,12.9,21041,285.27,1.1935,0.08
112,2005,6,Developing,440.602704,7.19,14.70,6005578,12.7,21041,285.42,1.1935,0.08
112,2004,6,Developing,398.605832,7.3,13.72,6004671,12.4,21041,285.38,1.1935,0.08
112,2003,6,Developing,400.134297,7.61,13.24,5998599,12,21041,285.09,1.1935,0.08
112,2002,6,Developing,29.6852938,7.9,12.66,5986631,11.8,21041,284.52,1.1935,0.08
112,2001,6,Developing,332.105659,8.2,12.28,5968060,11.6,21041,283.64,1.1935,0.08
112,2000,6,Developing,353.669033,8.17,11.78,5943366,11.3,21041,282.47,1.1935,0.08
152,2015,3,Developing,0,,13.19,1453923,9.2,28051,51.83,1.0247,0.02
152,2014,3,Developing,13.4047742,3.8,21.77,1399828,9.2,28051,49.90,1.0247,0.02
152,2013,3,Developing,156.390769,3.73,21.95,1346218,9.2,28051,47.99,1.0247,0.02
152,2012,3,Developing,1500.41264,4,22.39,1293483,9.2,28051,46.11,1.0247,0.02
152,2011,3,Developing,1493.05128,3.29,21.36,1241835,9.2,28051,44.27,1.0247,0.02
152,2010,3,Developing,1192.69662,3.84,16.31,1189085,9.2,28051,42.39,1.0247,0.02
152,2009,3,Developing,115.069242,5.32,15.03,1135673,9.1,28051,40.49,1.0247,0.02
152,2008,3,Developing,1705.67862,2.31,19.75,1084530,9.1,28051,38.66,1.0247,0.02
152,2007,3,Developing,1024.51954,2.25,13.07,1036044,9,28051,36.93,1.0247,0.02
152,2006,3,Developing,827.597934,2.13,10.09,990343,9,28051,35.31,1.0247,0.02
152,2005,3,Developing,12.0661671,1.63,8.22,947367,8.7,28051,33.77,1.0247,0.02
152,2004,3,Developing,44.5476831,2.4,4.41,899917,8.5,28051,32.08,1.0247,0.02
152,2003,3,Developing,309.783459,2.23,2.48,847862,8.4,28051,30.23,1.0247,0.02
152,2002,3,Developing,234.787421,2.5,1.81,797957,8.2,28051,28.45,1.0247,0.02
152,2001,3,Developing,197.783955,1.78,1.46,749836,8,28051,26.73,1.0247,0.02
152,2000,3,Developing,14.9545132,2.73,1.05,703279,0,28051,25.07,1.0247,0.02
132,2015,3,Developing,0,,0.00,3105546,5,117600,26.41,1.0176,0.05
132,2014,3,Developing,0,3.34,0.00,3095173,5,117600,26.32,1.0176,0.05
132,2013,3,Developing,0,3.1,0.00,3074360,5,117600,26.14,1.0176,0.05
132,2012,3,Developing,0,2.98,0.00,3036988,5,117600,25.82,1.0176,0.05
132,2011,3,Developing,20.9799192,3.6,2.07,2998485,5,117600,25.50,1.0176,0.05
132,2010,3,Developing,17.3573978,3.24,1.59,2945186,5.1,117600,25.04,1.0176,0.05
132,2009,3,Developing,1.5751602,3.3,1.86,2887885,5.2,117600,24.56,1.0176,0.05
132,2008,3,Developing,11.7657231,3.69,1.38,2816327,5.2,117600,23.95,1.0176,0.05
132,2007,3,Developing,11.4238596,3.29,1.32,2743222,5.3,117600,23.33,1.0176,0.05
132,2006,3,Developing,10.6026977,3.3,1.21,2703502,5.3,117600,22.99,1.0176,0.05
132,2005,3,Developing,5.06468897,2.97,1.10,2661215,5.4,117600,22.63,1.0176,0.05
132,2004,3,Developing,10.2609734,3.14,1.11,2598284,5,117600,22.09,1.0176,0.05
132,2003,3,Developing,6.91399801,3.5,0.87,2493903,4.7,117600,21.21,1.0176,0.05
132,2002,3,Developing,0.70313218,4.2,0.73,2392978,4.4,117600,20.35,1.0176,0.05
132,2001,3,Developing,5.59361954,3.95,0.75,2312079,4.3,117600,19.66,1.0176,0.05
132,2000,3,Developing,0.73594036,4.43,0.71,2247031,3.9,117600,19.11,1.0176,0.05
156,2015,2,Developing,0,,23.31,1315407,16.5,45227,29.08,0.998,0.02
156,2014,2,Developing,2700.07305,6.38,27.06,1314545,16.5,45227,29.07,0.998,0.02
156,2013,2,Developing,261.291481,6.48,25.45,1317997,16.5,45227,29.14,0.998,0.02
156,2012,2,Developing,2263.1038,6.36,23.24,1322696,16.5,45227,29.25,0.998,0.02
156,2011,2,Developing,2146.94574,5.83,23.30,1327439,16.4,45227,29.35,0.998,0.02
156,2010,2,Developing,1802.01759,6.25,19.52,1331475,16.2,45227,29.44,0.998,0.02
156,2009,2,Developing,1717.08871,6.93,19.63,1334515,16.1,45227,29.51,0.998,0.02
156,2008,2,Developing,225.072362,6.6,24.34,1337090,16.1,45227,29.56,0.998,0.02
156,2007,2,Developing,1904.12469,5.16,22.45,1340680,16.1,45227,29.64,0.998,0.02
156,2006,2,Developing,244.35108,5.1,17.03,1346810,16.1,45227,29.78,0.998,0.02
156,2005,2,Developing,153.504526,5.2,14.11,1354775,15.9,45227,29.96,0.998,0.02
156,2004,2,Developing,101.120116,5.13,12.15,1362550,15.7,45227,30.13,0.998,0.02
156,2003,2,Developing,132.723392,4.92,9.88,1370720,15.6,45227,30.31,0.998,0.02
156,2002,2,Developing,7.80604283,4.84,7.37,1379350,15.4,45227,30.50,0.998,0.02
156,2001,2,Developing,88.6294582,4.85,6.25,1388115,15,45227,30.69,0.998,0.02
156,2000,2,Developing,5.34809451,5.28,5.69,1396985,14.4,45227,30.89,0.998,0.02
12,2015,3,Developing,0,,64.59,103867135,8.4,1104300,94.06,1.0257,1.55
12,2014,3,Developing,89.9580585,4.88,55.61,101115610,8.4,1104300,91.57,1.0257,1.55
12,2013,3,Developing,8.31328204,5.19,47.65,98438751,8.4,1104300,89.14,1.0257,1.55
12,2012,3,Developing,86.8255112,5.77,43.31,95798767,8.4,1104300,86.75,1.0257,1.55
12,2011,3,Developing,67.7756537,6.55,31.95,93149970,8.2,1104300,84.35,1.0257,1.55
12,2010,3,Developing,67.7337441,6.86,29.93,90538514,8.1,1104300,81.99,1.0257,1.55
12,2009,3,Developing,53.77354,4.41,32.44,88007636,8.1,1104300,79.70,1.0257,1.55
12,2008,3,Developing,38.5578327,4.28,27.07,85543668,7.6,1104300,77.46,1.0257,1.55
12,2007,3,Developing,30.4645181,4.69,19.71,83103217,7.1,1104300,75.25,1.0257,1.55
12,2006,3,Developing,22.1895225,4.47,15.28,80703490,6.6,1104300,73.08,1.0257,1.55
12,2005,3,Developing,18.0375313,4.2,12.40,78367470,5.8,1104300,70.97,1.0257,1.55
12,2004,3,Developing,1.50696248,4.23,10.13,76077206,5.4,1104300,68.89,1.0257,1.55
12,2003,3,Developing,10.9720191,4.64,8.62,73832663,5.2,1104300,66.86,1.0257,1.55
12,2002,3,Developing,10.8245259,4.73,7.85,71635517,4.9,1104300,64.87,1.0257,1.55
12,2001,3,Developing,1.18622758,4.26,8.23,69487762,4.3,1104300,62.92,1.0257,1.55
12,2000,3,Developing,11.5948177,4.36,8.24,67411494,3.9,1104300,61.04,1.0257,1.55
162,2015,4,Developing,0,,4.68,918578,15.3,18272,50.27,1.1956,0.01
162,2014,4,Developing,50.539484,4.49,4.86,917585,15.2,18272,50.22,1.1956,0.01
162,2013,4,Developing,460.648781,4.26,4.19,916352,15,18272,50.15,1.1956,0.01
162,2012,4,Developing,431.485487,4.16,3.97,914918,14.9,18272,50.07,1.1956,0.01
162,2011,4,Developing,401.793105,4.6,3.78,912989,14.7,18272,49.97,1.1956,0.01
162,2010,4,Developing,62.0834353,4.23,3.14,910419,14.6,18272,49.83,1.1956,0.01
162,2009,4,Developing,60.6506845,4.26,2.87,907239,14.5,18272,49.65,1.1956,0.01
162,2008,4,Developing,81.0465611,3.68,3.52,903399,14.3,18272,49.44,1.1956,0.01
162,2007,4,Developing,5.88952622,3.74,3.38,897832,14.2,18272,49.14,1.1956,0.01
162,2006,4,Developing,52.1241634,3.84,3.08,890365,14,18272,48.73,1.1956,0.01
162,2005,4,Developing,64.3920344,3.61,2.98,882379,13.9,18272,48.29,1.1956,0.01
162,2004,4,Developing,43.9945246,3.61,2.71,874366,13.4,18272,47.85,1.1956,0.01
162,2003,4,Developing,253.819671,3.35,2.30,866286,13.3,18272,47.41,1.1956,0.01
162,2002,4,Developing,206.071686,3.48,1.83,858049,13.3,18272,46.96,1.1956,0.01
162,2001,4,Developing,20.7119129,3.28,1.65,849596,13.2,18272,46.50,1.1956,0.01
162,2000,4,Developing,31.2583462,3.87,1.68,840909,13.1,18272,46.02,1.1956,0.01
118,2015,2,Developing,0,,233.21,5479531,17,338424,16.19,1.2009,0.07
118,2014,2,Developing,6164.4554,9.68,273.48,5461512,17,338424,16.14,1.2009,0.07
118,2013,2,Developing,6115.49662,9.55,270.27,5438972,17,338424,16.07,1.2009,0.07
118,2012,2,Developing,5889.01254,9.3,257.44,5413971,17,338424,16.00,1.2009,0.07
118,2011,2,Developing,71.0162084,9.1,275.13,5388272,16.9,338424,15.92,1.2009,0.07
118,2010,2,Developing,591.669141,9.5,249.43,5363352,16.8,338424,15.85,1.2009,0.07
118,2009,2,Developing,579.738437,9.2,253.48,5338871,17,338424,15.78,1.2009,0.07
118,2008,2,Developing,678.88112,8.35,285.70,5313399,17.1,338424,15.70,1.2009,0.07
118,2007,2,Developing,6147.1323,8.9,256.36,5288720,17.2,338424,15.63,1.2009,0.07
118,2006,2,Developing,524.777523,8.38,217.04,5266268,17.2,338424,15.56,1.2009,0.07
118,2005,2,Developing,4816.58961,8.43,204.86,5246096,17.1,338424,15.50,1.2009,0.07
118,2004,2,Developing,4508.80619,8.21,197.46,5228172,18.3,338424,15.45,1.2009,0.07
118,2003,2,Developing,3869.0263,8.15,171.61,5213014,18.1,338424,15.40,1.2009,0.07
118,2002,2,Developing,3099.35732,7.81,140.36,5200598,18,338424,15.37,1.2009,0.07
118,2001,2,Developing,2775.33544,7.43,129.52,5188008,17.7,338424,15.33,1.2009,0.07
118,2000,2,Developing,397.753369,7.22,125.97,5176209,17.3,338424,15.30,1.2009,0.07
23,2015,2,Developing,0,,2442.48,66548272,16.3,551695,120.63,1.2015,0.81
23,2014,2,Developing,6739.67761,11.54,2861.24,66312067,16.2,551695,120.20,1.2015,0.81
23,2013,2,Developing,6646.95394,11.56,2816.08,65997932,16.2,551695,119.63,1.2015,0.81
23,2012,2,Developing,751.379355,11.44,2683.01,65657659,16.1,551695,119.01,1.2015,0.81
23,2011,2,Developing,683.919057,11.33,2870.41,65340830,16.1,551695,118.44,1.2015,0.81
23,2010,2,Developing,72.8001211,11.2,2646.23,65026211,16,551695,117.87,1.2015,0.81
23,2009,2,Developing,6415.35735,11.28,2700.08,64706436,16,551695,117.29,1.2015,0.81
23,2008,2,Developing,7002.78593,1.57,2926.80,64375116,16.1,551695,116.69,1.2015,0.81
23,2007,2,Developing,64.7371489,1.45,2655.82,64016890,16.1,551695,116.04,1.2015,0.81
23,2006,2,Developing,5689.99193,1.53,2317.86,63622342,16.1,551695,115.32,1.2015,0.81
23,2005,2,Developing,5451.70123,1.6,2192.15,63180854,15.5,551695,114.52,1.2015,0.81
23,2004,2,Developing,5291.23479,1.53,2109.79,62707588,15.5,551695,113.66,1.2015,0.81
23,2003,2,Developing,4572.44196,1.43,1835.10,62249855,15.4,551695,112.83,1.2015,0.81
23,2002,2,Developing,3779.65527,1.22,1492.43,61812142,15.5,551695,112.04,1.2015,0.81
23,2001,2,Developing,3451.18508,9.89,1370.38,61364377,15.6,551695,111.23,1.2015,0.81
23,2000,2,Developing,3410.28443,9.77,1360.96,60918661,15.7,551695,110.42,1.2015,0.81
146,2015,3,Developing,0,,14.38,2040989,12.6,267668,7.63,1.0204,0.03
146,2014,3,Developing,715.281694,3.44,18.20,1978399,12.6,267668,7.39,1.0204,0.03
146,2013,3,Developing,154.875888,3.98,17.60,1913059,12.5,267668,7.15,1.0204,0.03
146,2012,3,Developing,805.392528,3.13,17.17,1846889,12.5,267668,6.90,1.0204,0.03
146,2011,3,Developing,133.522367,3.12,18.21,1781985,12.5,267668,6.66,1.0204,0.03
146,2010,3,Developing,145.318282,3.41,14.37,1719879,12.5,267668,6.43,1.0204,0.03
146,2009,3,Developing,52.3108628,3.43,12.11,1661556,12.4,267668,6.21,1.0204,0.03
146,2008,3,Developing,11.0542247,2.54,15.57,1607175,12.4,267668,6.00,1.0204,0.03
146,2007,3,Developing,545.438957,2.86,12.46,1556237,12.4,267668,5.81,1.0204,0.03
146,2006,3,Developing,40.5371981,2.88,10.33,1508337,12.4,267668,5.64,1.0204,0.03
146,2005,3,Developing,353.243803,2.76,9.58,1463495,12.4,267668,5.47,1.0204,0.03
146,2004,3,Developing,443.475063,3.26,7.77,1421609,12.3,267668,5.31,1.0204,0.03
146,2003,3,Developing,352.232365,3.48,6.51,1382350,12.3,267668,5.16,1.0204,0.03
146,2002,3,Developing,22.6903991,3.22,5.34,1345135,12.3,267668,5.03,1.0204,0.03
146,2001,3,Developing,183.698078,3.23,5.02,1309589,12.3,267668,4.89,1.0204,0.03
146,2000,3,Developing,218.172747,2.89,5.08,1275572,12.2,267668,4.77,1.0204,0.03
142,2015,3,Developing,0,,1.38,2224529,8.9,10689,208.11,1.025,0.03
